appid,developers,publishers
1852320,苍之录,苍之录
1287500,IR Studio,IR Studio
1621210,Nuno Omega Leo Diogo,Nuno Omega Leo Diogo
948660,Exe Create Inc.,KEMCO
99400,Dead Mage,Digital Dragon
1356300,grin robot,grin robot
1173850,Akaoni Studio,Akaoni Studio
1052390,Green Lander Games (Jordan S. Thomas),Self-Published
1123060,wula,wula
1530790,"Tea Monster Games,4 Fun Studio",Tea Monster Games
1243060,Ammonite Design Studios Ltd,Ammonite Design Studios Ltd
1496640,DefectGaming,DefectGaming
616690,"Fisher Wagg,Simon Wagg,Aaron Taylor",Stupid Massive Unbelievable Games
694180,YIMING ZHANG,YIMING ZHANG
862920,Technomancy Studios,Technomancy Studios
1114520,Fire Horse Studio,Fire Horse Studio
509230,"Space Wedgie, LLC","Space Wedgie, LLC"
735250,Fire Engrave,Fire Engrave
522590,Indie Dynamics,Indie Dynamics
881050,"Sammy Networks Co., Ltd.","Sammy Networks Co., Ltd."
1184990,Hajime Doujin Circle,Hajime Doujin Circle
1526160,Digital Leisure Inc.,Digital Leisure Inc.
1074880,Individual Software,Individual Software
1259840,Blue Brain Games,Blue Brain Games
1600620,guinub,guinub
1151720,Эмиль Шагапов,HEARTDREAMERS
1029890,Bloober Team SA,"Gun Media,NA Publishing"
1928370,ganashaw,ganashaw
852880,Northern Amusements,Northern Amusements
690840,Second Avenue Learning,Second Avenue Learning
1843940,"Happinet,Matrix",Happinet
279480,unknown,Games-Up
292350,GTGD,GTGD
1442150,Alphatik Inc,Alphatik Inc
852790,Windward_Birds,XNZONE
1731470,Shaun Hogan,Shaun Hogan
384590,Brushfire Games,Brushfire Games
1866700,Amayadori Development,Amayadori Development
908030,Breen Studios,Breen Studios
1795110,RikkiGames Limited,RikkiGames Limited
970570,MAGES. Inc.,"Spike Chunsoft Co., Ltd."
332610,Last Dimension,Last Dimension
551110,Konstructors,"Hook Games,GrabTheGames"
513590,exagongames,NewRealityGames
688880,"Cynoclept,Hazzcore",Icyjolt
1639130,三月精的旧树屋,三月精的旧树屋
772680,Studio Oleomingus,Studio Oleomingus
361230,Dan & Gary Games,Dan & Gary Games
1718650,"Rossiya Segodnya,RIALAB",Rossiya Segodnya
418110,ISOTX,ISOTX
661180,M&H Soft,Ragnar
685970,Second Avenue Learning,Second Avenue Learning
1053300,azimuth team,azimuth team
263420,South East Games,South East Games
1100050,WEIPUYU,WEIPUYU
368150,IDHAS Studios,Sekai Project
1108390,kuklam studios,kuklam studios
538990,Aatlantis Code,Aatlantis Code
1167150,Yeongho Kim,Yeongho Kim
937690,DyingCat,INDIEGAMES.CN
1231760,Webfoot,Encore Software LLC
522700,Kipsaim(Mike) Delgado,Kipsaim(Mike) Delgado
1875530,Elephant Games,Big Fish Games
764550,BoomBox,BoomBox
904500,Evan Hecht,Evan Hecht
293980,Wax Lyrical Games,Wax Lyrical Games
844760,MZ Games,MZ Games
1041840,Red Fox,Red Fox
425210,Frozenbyte,Frozenbyte
1383730,Antonio José Corrêa,AnJo888
1474570,TECHNICAL ARTS,TECHNICAL ARTS
357310,Shining Pixel Studios,Iceberg Interactive
747210,"Shanghai Superpoint Technology Co.,Ltd.",Shandong Qianbei Technology Co. Ltd
1794400,AcidicDuck,AcidicDuck
980630,Honeygold Entertainment,Honeygold Entertainment
1070450,MediaSpark,MediaSpark
1538380,KJXX GAME,KJXX GAME
1693420,Akky-06's Lab,Akky-06's Lab
587730,Packet39,Packet39
1011190,Kaigan Games,Neon Doctrine
1157870,Probe Software Ltd.,MIRROR Soft
780370,Magma Mobile,Magma Mobile
240320,Panzar Studio,OVALIS INVESTMENTS LIMITED
1501790,Wizard Dudes,Wizard Dudes
2070950,unknown,unknown
1162280,Doublehit Games,Kwalee
809360,"Mindware Co.,Ltd.","Mindware Co.,Ltd."
949370,Lemon Curd Games,Lemon Curd Games
1417960,Mifux Studio,Mifux Studio
793180,Smelter,Smelter
965230,"Marvelous Inc.,Brownies Inc.",BANDAI NAMCO Entertainment
1069390,Y Press Games,Y Press Games
960980,Angry Demon Studio,Angry Demon Studio
517990,"Amber Garage, Inc.","Amber Garage, Inc."
1007740,梵天游戏,梵天游戏
1238000,BioWare,Electronic Arts
293600,Chainsaw Syndicate,Headup Games
607050,Chucklefish,Chucklefish
1133330,Lines Studio,Lines Studio
468490,EGAMER,EGAMER
924790,Drageus Games S.A.,Drageus Games S.A.
678200,Happy Bat,Happy Bat
300280,Pigasus Games,Degica
1371270,Troyar,Troyar
1145030,minori,MangaGamer
1679690,Joel Carter,Joel Carter
1313970,hublab,hublab
384890,i273 LLC,i273 LLC
1885010,Hede Games,"Hede Games,Hede"
1123550,Air Balloon,Air Balloon
1491640,Matias Ezequiel Weschenfeller,MatyGexGames
1312380,Stegalosaurus Game Development,Stegalosaurus Game Development
1465510,David Szymanski,New Blood Interactive
841010,Reew Games,Reew Games
822150,SEKTOR GAMES,SEKTOR GAMES
1788380,Appetite,Tensei Games
451200,Pixel Maverick Games,Pixel Maverick Games
764280,Mad Unicorn Games,Mad Unicorn Games
1618000,QuickBobber,QuickBobber
1162820,SSAM,SSAM
1550810,heyjeff,heyjeff
666960,Blender Games,Blender Games
1572990,Sigyaad Team,Sigyaad Team
690000,Koloss Kolektiv,Koloss Kolektiv
1213150,Arcade Artistry,Arcade Artistry
1970740,Gamesforgames,Gamesforgames
727970,"Royal9Games,RoyalJL","Royal9Games,RoyalJL"
454200,Sergey Dovganovskiy,Back To Basics Gaming
1733260,unknown,unknown
704040,Autotelic Games LLC,Autotelic Games LLC
877230,unknown,dualgm
1137170,"Spectre Studios,Guerilla Films",Roache-Turner Films
604830,8bit,Bitlock Studio
436150,"Azerion,YoudaGames","Azerion,Youda Games Holding B.V."
570890,BT Studios,BT Studios
32640,NovaLogic,"NovaLogic,THQ Nordic"
1778630,Nova Flow,Nova Flow
852590,Ovidiu Chis,Ovidiu Chis
1633100,Derpynoob,Derpynoob
1056690,CATASTROPHIC_OVERLOAD,Yogscast Games
1361680,Late Night Games,Late Night Games
243800,Gamepires,Gamepires
983840,RIVERSIDE SPORTS,RIVERSIDE SPORTS
1816530,ill lit studio,ill lit studio
523810,"CFK Co., Ltd.","CFK Co., Ltd."
459040,Cateia Games,Cateia Games
695440,Daily Magic Productions,Big Fish Games
568690,Viacom NEXT,Viacom NEXT
1949330,Triple Cyclone Games,Triple Cyclone Games
877680,Gamungu,Gamungu
327000,Sakura River Interactive,Sakura River Interactive
504630,"Rushil Reddy,Priyam Parikh,Ken Watanabe",Broomball Inc.
25860,Kerberos Productions Inc.,Paradox Interactive
568060,IN|Framez Technology Corp.,IN|Framez Technology Corp.
456830,Gray Fin Studios,Gray Fin Studios
1675920,Suricate Software,Grey Alien Games
1245660,AMILUX Film,AMILUX Film
1123070,Dmitry Dovgal,Dmitry Dovgal
382560,Klei Entertainment,Klei Entertainment
729650,Jan Ostermann,Jan Ostermann
673450,Whale Rock Games,Whale Rock Games
508170,ENTERi,Forever Entertainment S. A.
1148920,Hnew,Hnew
1778770,e-FunSoft Games,HH-Games
1518940,Club Transcendia,Club Transcendia
645920,Windybeard,Windybeard
650330,Ignis Sanat,Ignis Sanat
1594570,damaokeji,damaokeji
1306720,Hero Concept,Hero Concept
1724570,Derrick Davison,Derrick Davison
314710,"Comcept,Inti Creates",Deep Silver
330470,Exquisite Games,Exquisite Games
283060,Playcoo,Suba Games
1013180,Waffle,MangaGamer
1805560,Makivision,HH-Games
1795780,Pantoy Games,Pantoy Games
1418790,Movavi Software,Movavi Software
1376470,Daniel Long,David Long
2076850,Cosmos_,Cosmos_
1185390,Pixel vs Pixel,Pixel vs Pixel
1675150,"子猫三処,Cat3dokoro","子猫三処,Cat3dokoro"
1434720,玫瑰工作室,玫瑰工作室
253840,WayForward,WayForward
1944240,jpm_games,jpm_games
1469330,"Erasmo Cândido Mutemba,Dilto João Banze,Osvaldo Dos Santos Cândido Mutemba",Metal Frontline Game Studio
1785120,Unseen Interactive,Unseen Interactive
1069750,Gamestry Lab,Gamestry Lab
1146810,Phantom Astronaut,Clever Fox LLC
1822710,Gral Games,Gral Games
240620,Yeti Trunk,Chucklefish
1092580,Forever Young Games,Forever Young Games
383020,Ludvig Larsson,Mindoki Games
1645730,Flood City Games,Flood City Games
999190,Mawika,Mawika
617420,Blue Sunset Games,Blue Sunset Games
1252230,"Martin Vaupell Christensen,Evisystems.org",MV-Teknik.dk
1051410,Different Tales,Walkabout
1964440,Ironcode Gaming,Ironcode Gaming
806860,WoahStudiosus,Woahstudiosus
11200,Frozenbyte,Frozenbyte
1458330,rainstory.games,rainstory.games
1913160,GFI,GFI
1534480,Pavel Divnenko,Pavel Divnenko
1124790,LeonWaan Games,LeonWaan Games
1486540,William at Oxford,William at Oxford
1535290,Borealis,Borealis
1671420,Crisp App Studio,Crisp App Studio
385250,Casual Labs,Casual Labs
1305120,Soma Games,Soma Games
617450,Andreas Carlson,Abstract Void Interactive
1711980,Red Diamond Games,Red Diamond Games
741400,Cortopia Studios,Cortopia Studios
319780,LinkSolutions Ltd.,rondomedia GmbH
1236180,Tsar Republic Games,Tsar Republic Games
888760,Marco Ayala Games,Marco Antonio Ayala Virrueta
883930,Munchkin's Lair,Munchkin's Lair
1105810,Blue Mountains,Blue Mountains
905130,Roppy Chop Studios,Roppy Chop Studios
1581640,Griaznov Aliexiey,Ru Games
1451890,Synthetic Games,Synthetic Games
22000,2D BOY,2D BOY
353790,Charybdis Ltd,Alternative Software Ltd
1156850,GO&O Studio,GO&O Studio
1494100,Sean Adair Entertainment,Sean Adair Entertainment
1933060,With Love,Raidho Game Studio
429270,Lotus Games,Zen Labs
638970,SEGA,SEGA
539050,Empyrean Interactive,Empyrean Interactive
1396630,storkyproduct,storkyproduct
1672230,Big Boy Games,Big Boy Games
527960,Mechanical Monocle,Mechanical Monocle
715020,Onerat Pty Ltd,Neon Doctrine
1071740,Dynamic Voltage Games,Dynamic Voltage Games
1329440,Somer Games,8floor
815830,Cow Corp.,Cow Corp.
1210260,Death On Sausage,"Scalable Graphics USA, INC"
568420,MSFX Ltd,MSFX Ltd
1639520,Phoenixxx Games,Phoenixxx Games
546090,Walter Machado,Walter Machado
1025710,"Brett Moody,Keanan Pucci,Matthew Ricci",Affinity Studios LLC
851280,Kamina Dimension,Kamina Dimension
947120,"Dim Bulb Games,Serenity Forge",Good Shepherd Entertainment
391160,Russpuppy,Russpuppy
1407790,PTW Inc.,PTW Inc.
743450,Beautiful Glitch,Those Awesome Guys
529500,Deceptive Games Ltd.,Deceptive Games Ltd.
1981310,Selnor,Selnor
712380,For Kids,For Kids
1042590,渺云星,渺云星
1898870,"Pirate Dave,Aristophanes Yates",Pirate Dave
1052640,Spider Lily Studios LLC,Spider Lily Studios LLC
883190,Uberbax Gaming,Uberbax Gaming
618620,XDEVS LTD,XDEVS LTD
1124180,Bitrich.info,Bitrich.info
777610,James,James
753640,Mobius Digital,Annapurna Interactive
843810,Perfect Day Studio,Perfect Day Studio
733760,"Cryo Interactive,Jordan Freeman Group",Microids
262470,Phantom Compass,Phantom Compass
1373410,Blender Games,Blender Games
302160,MC2,Microids
1037570,Mutiny Software,Mutiny Software
1414000,Syun-kan Flowlighter,Kagura Games
1012290,Marco Tancredi,Marco Tancredi
706440,Devdan Games,Devdan Games
599800,Dream Real,Dream Real
1745410,Sapling Studios,Sapling Studios
1878710,Mikhail Maksimov,Dying.Fun
340580,Sun-Studios,Sun-Studios
896890,Totem Entertainment,Totem Entertainment
931000,Berzah Games,Berzah Games
762030,House Pixel Games,House Pixel Games
1254870,Iron Boar Labs Ltd.,Iron Boar Labs Ltd.
620640,HexWar Games,HexWar Games
1342070,Bud of Lupine,Kagura Games
1596610,LTZinc,LTZinc
290340,League of Geeks,League of Geeks
865860,阿屁PP314,阿屁PP314
603140,Eternal Night Studios,"Stw Projects,Ziel Graywords"
963220,Appeal Studios,Microids
718970,Tom-Erik Nielsen,Tom-Erik Nielsen
1532760,Graphium Studio,Denda Games
300900,Freegamer,Strategy First
1793560,XXaLoserXX,XXaLoserXX
591370,Positech Games,Positech Games
596260,Noble Fox Games,Noble Fox Games
409490,Genetix Studio,Genetix Studio
1689980,JapanSSJ,khukhrovr
1888520,Emir Akyazi,Emir Akyazi
316080,Polar Bunny Ltd,Polar Bunny Ltd
708310,Gravity Wave Interactive,Gravity Wave Interactive
508660,Joy-Toilet,"Outhouz, Inc.,The Lood Company"
383230,"Lamina Studios,Mike Studios",Plug In Digital
636960,PING YI LIN,PING YI LIN
1232940,Tender Claws,Tender Claws
746570,Ludo Land,Ludo Land
1635800,FireStone Studio,FireStone Studio
214130,IPACS,IPACS
1056310,Happy Horns,Happy Horns
343930,Creobit,8Floor
2011310,Nico H,Starfield Gaming
1246940,Encore,Encore Inc.
762840,Graceful Decay,Annapurna Interactive
1485430,unknown,unknown
317530,Big Red Eight,unknown
1631280,Jean-Paul Software,Jean-Paul Software
1248790,Dual M,Dual M
750350,Google Inc.,Google Inc.
1321120,SleepingMuseum,Pujia8 Studio
1639480,Triggerfish Games,Triggerfish Studios Ltd
1491710,Konami Digital Entertainment,Konami Digital Entertainment
1714620,"NurhymeStudio,NurhymeGames",NurhymeGames
1220510,Oblivionburn Productions,Oblivionburn Productions
616660,George Cook,Tantawowa
466500,Носков Сергей,Носков Сергей
717320,magnussoft,magnussoft
1137250,IO Games,IO Games
469610,Owlchemy Labs,Adult Swim Games
1444780,Daniel Duarte,Daniel Duarte
1565200,Tamashii,Tamashii
1109940,Lights and Clockwork,Lights and Clockwork
1114740,MACKINN7,MACKINN7
310360,07th Expansion,MangaGamer
418150,Bartosz Bojarowski,Bartosz Bojarowski
1911980,Resonance Studio,FAFO Studio
767970,Bad Bird Studios,Bad Bird Studios
352290,Cakewalk,Cakewalk
649580,Dieselmine,Dieselmine
1442820,Granzella Inc.,"NIS America, Inc."
1112580,Ivan Armandy,Ivan Armandy
570460,"Roll7,CE-Asia,505 Games","CE-Asia,505 Games"
963400,Mahelyk,unknown
920320,Moonana,Moonana
1368420,The Socially Awkward Studio,The Socially Awkward Studio
1084560,"Kuro Star Light,Twisted Pixels",Kuro Star Light
1605720,Shirakumo Games,Nicolas Hafner
1849840,"阿萌,不可食用墨汁,A.D.I.N.A,Neon",无意义工作室
1632610,Waidy Andrade,Cronostase
1690440,Glitch Games,Glitch Games
611850,Spytihněv,Spytihněv
941790,Blender Games,Blender Games
956870,Ivan Bolcina,Ivan Bolcina
999830,Colorfiction,Colorfiction
551380,Eipix Entertainment,Big Fish Games
692190,Mouseless Media,Mouseless Media
1051590,SmallSqurriel,Mango Party
1268330,Virtuleap,Virtuleap
685690,MIROWIN,MIROWIN
1363210,Labrador Studios,"GRAVITY GAME ARISE Co., Ltd."
1543590,DLDev,Self Published
1432220,"IguanaBee,Fair Play Labs",GameMill Entertainment
1258060,bhungry,bhungry
654580,Pixel with Hat,Pixel with Hat
265120,Elder Games,Headup
1019710,Tonye Amienyo,Tonye Amienyo
1562020,"Abyssmal Games,Synodic Arc",Synodic Arc
1941940,EroticGamesClub,EroticGamesClub
337110,Battlebard Games,Battlebard Games
1531300,Galaxy X,Galaxy X
1079160,上海アリス幻樂団,"Mediascape Co., Ltd."
1705870,Crooked Road,Piece Of Voxel
1765060,DrierWhisper729,DrierWhisper Games
513980,Doomster Entertainment,Doomster Entertainment
896950,Funsolve LTD,Outright Games Ltd.
287580,Proxy Studios,Slitherine Ltd.
1047780,stariy8419,Droid Riot
1412610,Ilya Tishchenko,Ilya Tishchenko
1337330,Vijuda,Vijuda
1741490,GoldenGratus,GoldenGratus
1583070,SPokDev,SPokDev
1589670,DarkStride Games,Thunderworks Games
1818320,OyFyBy,OyFyBy
701870,Helmi Bastami,Helmi Bastami
941490,Senerio,Senerio
880720,MentaLoop Games,MentaLoop Games
659260,Chao's Playmate,Chao's Playmate
619320,Marcelo Barbosa,Marcelo Barbosa
553320,Hammerhead VR,Hammerhead VR
1881250,Intergalactic Frisbee Team,Intergalactic Frisbee Team
1711690,Sokpop Collective,Sokpop Collective
1427100,续梦科技工作室,续梦科技工作室
1158690,HiRabbit,Locojoy
416850,Thomas Moon Kang,Thomas Moon Kang
1863700,Black Hole,Black Hole
1904610,"Strategic Simulations,MicroMagic",SNEG
1623930,Voxel Software,Voxel Software
1392070,EDO,EDO
1576370,R_Games,R_Games
743380,Garlic Jam,"GamePlanet,FreeMind S.A."
1987550,Michael Richard Lannon,Michael Richard Lannon
646440,Rebuff Reality,Rebuff Reality
463870,unknown,unknown
615150,OneShark,OneShark
3980,"FireFly Studios,Firaxis Games",2K
1762120,"SwiftKraft,Matt101,LessThanThree,Pedro Angery Bear",SwiftKraft
749410,Code Avarice,Code Avarice
1387000,James Smart,James Smart
1617160,Morozov Sergey,Morozov Sergey
1554920,Busy B Studios LLC,Busy B Studios LLC
1053960,Superstruct,Superstruct
1261390,Toyman,8 Floor Games
546560,Valve,Valve
1026430,Dragon's Layer Productions,Dragon's Layer Productions
108710,Remedy Entertainment,Remedy Entertainment
365560,Shenandoah Studio,Slitherine Ltd.
1849000,Romantic Room,Romantic Room
1152890,Ex Conspectu,Ex Conspectu
1847750,Hypnos Games,Hypnos Games
425760,Static Dreams,IQ Publishing
1490010,Fenix Studios,Fenix Studios
464950,Studio Wumpus,Studio Wumpus
860350,Ripknot Systems,Ripknot Systems
1338420,Unlimina Software,Bad Smile Media
1496110,Deeber,Deeber
1009260,P4L,P4L
1799000,Embernight Games,Embernight Games
1232920,DPT,"NFB - ONF,Library of Parliament - Bibliothèque du Parlement"
1252300,Retrosoft Studios,Retrosoft Studios
932670,Ripknot Systems,Ripknot Systems
1065260,illuCalab,Phoenixx Inc.
1527980,Secret Garden,PlayMeow Games
737890,Inertia Game Studios,Inertia Game Studios
845510,me,me
470300,WINGED SAKURA GAMES,WINGED SAKURA GAMES
338090,ARTDINK,Komodo
1408430,Raskal Games,Raskal Games
1052100,IndigoWare,"IndigoWare,Huiyin Studio,Ezero Studios"
1542950,unknown,unknown
1362040,Levi VanZandt,Levi VanZandt
1312290,Joe Wilcox,Asset Pack Games
585590,Carnivore Games,Carnivore Games
860950,Klei Entertainment,Klei Entertainment
1098570,Dragobyte UG,Dragobyte UG
1816160,unknown,unknown
611800,NIKSTE,NIKSTE
1788700,"Kingdompots,EthanTheHuman,Kamaleon70,MisDuckHaa",Kingdompots
2066130,Fedor Iko,Fedor Iko
817680,"FRAdrift,RewindApp",RewindApp
1660580,IAO Games,IAO Games
1057730,EJRGames,EJRGames
356380,Brainchild,Brainchild
945850,"ESAT,Crazy Unicorn",ESAT
1249010,Cotton Game,Cotton Game
481110,"Splendy Interactive,Wales Interactive",Wales Interactive
481510,Infinite Fall,Finji
892760,Hasoyua,Kagura Games
621060,"Claudiu Kiss,The Irregular Corporation",The Irregular Corporation
384280,Iced Lizard Games,Iced Lizard Games
1282370,Blender Games,Blender Games
1053250,Crew Lab,Crew Lab
899990,Kory Toombs,Kory Toombs
707870,Anatoly Konstantinov,Anatoly Konstantinov
1638660,Blood Spear Dev,Blood Spear Dev
1002860,HYPER GATE,HYPER GATE
2006390,"LOMS Studio,CDA Games",LOMS Studio
1077520,Носков Сергей,Носков Сергей
784950,Dorado Games,Dorado Games
847950,Pink Potion,Pink Potion
1507570,Keenmade,Keenmade
694730,Mobsoftware,Mobsoftware
548710,Energy Milk,Energy Milk
815000,One Wing Cicada,Drageus Games S.A.
1611350,GameNobility 遊戲貴族,"Interwise Multimedia Corp.英特衛多媒體股份有限公司,BD Games"
1129210,Rainbirth SL,Rainbirth SL
1518430,Tenco,"JAST USA,Kagura Games (Chinese Localization)"
1369800,RefresherTowel,RefresherTowel
1217070,Graverobber Foundation,Graverobber Foundation
1121930,"Kluge Strategic, LLC","Kluge Strategic, LLC"
1283830,CaveLight LLC,CaveLight LLC
4920,Unknown Worlds Entertainment,Unknown Worlds Entertainment
1941170,DoraGames,"Atomic Fabrik,Cristian Manolachi"
1566490,LTZinc,Big Black Bear
1455090,Laush Dmitriy Sergeevich,Laush Studio
1385190,piratecat games,piratecat games
1661880,Melting Parrot,Melting Parrot
983100,Unity Council Studios LLC,Unity Council Studios LLC
465440,Biodrone Studios,Biodrone Studios
1323620,Polybay Digital Entertainment,Polybay Digital Entertainment
464360,Bird in Sky,Crunchy Leaf Games
1716690,Click and Slay Studios,Click and Slay Studios
665140,Waves and Blaze,Waves and Blaze
936720,Missing Digit,Missing Digit
1122920,10Space,10Space
21980,Techland,Techland Publishing
1646280,Luoti Games,Luoti Games
797660,God Test,God Test
1473390,unknown,unknown
1507770,"x-climb, Inc.","x-climb, Inc."
1804900,Dz3ro,Dz3ro
12170,Rockstar North,Rockstar Games
734750,Fiveamp,Fiveamp
1665020,Creobit,8floor
539370,SUPERCORE Games,zerofiftyone
1982810,E-FunSoft  Games,HH-Games
980950,Stumphead Games LLC,Stumphead Games LLC
1857640,AbyssalHunter,AbyssalHunter
866740,Special Bit,Big Fish Games
787960,Lightray Games,Lightray Games
943640,GameHollywood,Global Genom Corporate
509530,Chad Meffert,Chad Meffert
1182620,Freebird Games,Freebird Games
1730800,ANIY Studio,ANIY Studio
220660,Zero Sum Games,unknown
1058510,COAF Research,COAF Research
1493780,unknown,unknown
1609830,DropOuts,DropOuts
1272300,Retrowax Games,Retrowax Games
801330,KILLZONE,KILLZONE
1272160,Sever,101XP
946550,RewindApp,RewindApp
1510280,Rising Fox Studio,Rising Fox Studio
301990,"Fancy Bytes, Reactor",United Independent Entertainment
